Cus.ID,Date,Cus._Location,Age,Gender,Mobile_Name,Sell_Price,Does_he/she_Come_from_Facebook_Page,Does_he/she_Followed_Our_Page,Did_he/she_buy_any_mobile_before,Did_he/she_hear_of_our_shop_before
275,2024-06-05,Outside Rangamati,43,M,Vivo Y200 5G 6/128,23391.0,1,0,0,1
276,2024-06-05,Rangamati Sadar,46,M,Moto G85 5G 8/128,26354.0,0,0,0,1
277,2024-06-05,Inside Rangamati,36,M,Galaxy A55 5G 8/128,19490.0,0,0,1,1
278,2024-06-05,Inside Rangamati,38,F,Galaxy A55 5G 8/128,21195.0,0,0,0,0
279,2024-06-05,Inside Rangamati,32,F,Redmi Note 12 Pro 8/128,27941.0,0,0,0,0
280,2024-06-05,Outside Rangamati,37,M,Note 11S 6/128,26226.0,0,0,0,1
281,2024-06-05,Rangamati Sadar,46,F,Note 11S 6/128,21879.0,1,1,0,1
282,2024-06-05,Rangamati Sadar,42,M,Note 11S 6/128,39479.0,1,0,0,1
283,2024-06-05,Inside Rangamati,40,M,Vivo Y200 5G 6/128,22557.0,1,0,0,1
284,2024-06-05,Rangamati Sadar,42,F,Moto G85 5G 8/128,25228.0,0,1,0,1
285,2024-06-05,Inside Rangamati,27,M,Note 14 Pro 5G 8/256,36517.0,1,0,0,1
286,2024-06-05,Rangamati Sadar,38,F,iQOO Z7 5G 6/128,20761.0,0,1,0,1
287,2024-06-05,Rangamati Sadar,42,M,Vivo Y200 5G 6/128,23889.0,0,1,0,0
288,2024-06-05,Outside Rangamati,43,M,Redmi Note 12 Pro 8/128,13426.0,0,0,0,1
289,2024-06-05,Outside Rangamati,33,F,Pixel 7a 8/128,44574.0,0,0,0,1
290,2024-06-05,Outside Rangamati,19,M,Note 14 Pro 5G 8/256,24045.0,0,1,0,0
291,2024-06-06,Outside Rangamati,41,M,Pixel 7a 8/128,21290.0,0,0,0,1
292,2024-06-06,Outside Rangamati,28,F,Note 14 Pro 5G 8/256,15912.0,0,1,0,1
293,2024-06-06,Inside Rangamati,24,M,Pixel 8 Pro 12/256,20528.0,0,0,1,1
294,2024-06-06,Inside Rangamati,49,F,Vivo Y200 5G 6/128,15111.0,1,1,1,0
295,2024-06-06,Rangamati Sadar,42,F,Note 14 Pro 5G 8/256,36781.0,0,0,0,1
296,2024-06-06,Outside Rangamati,30,M,Galaxy M35 5G 8/128,26234.0,1,0,0,0
297,2024-06-06,Outside Rangamati,35,F,iPhone 16 Pro Max 1TB,16415.0,0,1,0,1
298,2024-06-06,Inside Rangamati,49,M,iPhone 16 Pro 256GB,23899.0,0,0,1,1
299,2024-06-06,Inside Rangamati,45,M,Pixel 8 Pro 12/256,73074.0,0,0,0,0
300,2024-06-06,Outside Rangamati,24,F,Galaxy A55 5G 8/128,22188.0,0,1,1,1
301,2024-06-06,Outside Rangamati,23,M,R-70 Turbo 5G 6/128,24515.0,0,1,0,1
302,2024-06-06,Inside Rangamati,47,F,Narzo N53 4/64,14204.0,0,0,1,1
303,2024-06-06,Outside Rangamati,22,M,R-70 Turbo 5G 6/128,16106.0,0,0,1,0
304,2024-06-06,Outside Rangamati,50,F,Moto G85 5G 8/128,26442.0,0,0,0,1
305,2024-06-06,Outside Rangamati,40,F,Moto G85 5G 8/128,20381.0,0,0,0,1
306,2024-06-06,Inside Rangamati,36,F,Galaxy M35 5G 8/128,26092.0,0,0,1,1
307,2024-06-06,Outside Rangamati,22,M,Pixel 7a 8/128,13087.0,1,0,0,1
308,2024-06-06,Outside Rangamati,24,M,Galaxy M35 5G 8/128,26081.0,0,0,0,0
309,2024-06-06,Inside Rangamati,37,F,R-70 Turbo 5G 6/128,20156.0,0,0,0,0
310,2024-06-06,Outside Rangamati,27,M,Redmi Note 12 Pro 8/128,22485.0,0,0,0,0
311,2024-06-06,Outside Rangamati,33,F,Galaxy M35 5G 8/128,26410.0,1,0,0,1
312,2024-06-06,Rangamati Sadar,33,M,Vivo T3x 5G 8/128,26255.0,0,0,0,0
313,2024-06-06,Inside Rangamati,27,M,Pixel 7a 8/128,26053.0,0,0,1,0
314,2024-06-06,Inside Rangamati,34,F,iQOO Neo 9 Pro 5G 12/256,14623.0,0,1,0,0
315,2024-06-06,Inside Rangamati,27,M,Moto G85 5G 8/128,22515.0,1,1,0,1
316,2024-06-06,Outside Rangamati,27,M,Pixel 8 Pro 12/256,22525.0,0,0,0,1
317,2024-06-06,Inside Rangamati,28,F,Pixel 7a 8/128,22401.0,0,0,0,1
318,2024-06-06,Inside Rangamati,39,M,iPhone 16 Pro 256GB,24400.0,1,0,0,1
319,2024-06-06,Inside Rangamati,41,M,Note 11S 6/128,15505.0,0,0,0,0
320,2024-06-06,Rangamati Sadar,35,F,Note 11S 6/128,19660.0,1,0,0,0
321,2024-06-06,Inside Rangamati,44,M,Galaxy S24 Ultra 12/256,71115.0,0,0,0,0
322,2024-06-06,Outside Rangamati,44,F,Galaxy S24 Ultra 12/256,26426.0,0,0,1,1
323,2024-06-06,Rangamati Sadar,23,F,iQOO Z7 5G 6/128,25711.0,1,0,0,1
324,2024-06-06,Inside Rangamati,39,F,Moto G85 5G 8/128,24202.0,1,0,1,1
325,2024-06-06,Rangamati Sadar,25,M,Moto G85 5G 8/128,13209.0,0,0,0,1
326,2024-06-06,Inside Rangamati,23,M,iQOO Neo 9 Pro 5G 12/256,21513.0,1,1,1,1
327,2024-06-06,Inside Rangamati,29,M,Pixel 7a 8/128,23333.0,1,0,0,1
328,2024-06-07,Outside Rangamati,28,F,Vivo Y200 5G 6/128,21575.0,0,1,0,1
329,2024-06-07,Inside Rangamati,19,M,Redmi Note 12 Pro 8/128,20459.0,0,1,0,0
330,2024-06-07,Rangamati Sadar,34,M,iPhone 16 Pro 256GB,23308.0,0,0,0,1
331,2024-06-07,Inside Rangamati,24,F,Pixel 7a 8/128,44976.0,0,1,1,1
332,2024-06-07,Outside Rangamati,20,F,Vivo Y200 5G 6/128,23330.0,1,1,1,1
333,2024-06-07,Inside Rangamati,37,F,Galaxy M35 5G 8/128,25832.0,0,1,0,1
334,2024-06-07,Inside Rangamati,35,M,iPhone 16 Pro Max 1TB,30273.0,1,1,1,1
335,2024-06-07,Outside Rangamati,26,F,R-70 Turbo 5G 6/128,24085.0,0,0,1,0
336,2024-06-07,Inside Rangamati,38,F,Note 14 Pro 5G 8/256,26321.0,0,0,0,1
337,2024-06-07,Rangamati Sadar,21,F,Galaxy M35 5G 8/128,23897.0,0,1,0,1
338,2024-06-07,Inside Rangamati,43,M,iQOO Neo 9 Pro 5G 12/256,23319.0,0,1,0,1
339,2024-06-07,Inside Rangamati,41,M,Vivo T3x 5G 8/128,25967.0,0,1,0,1
340,2024-06-07,Outside Rangamati,19,F,iPhone 16 Pro 256GB,36671.0,1,1,1,0
341,2024-06-07,Inside Rangamati,47,F,Narzo N53 4/64,25012.0,1,1,0,1
342,2024-06-07,Inside Rangamati,49,F,iQOO Neo 9 Pro 5G 12/256,40788.0,0,0,1,0
343,2024-06-07,Inside Rangamati,32,F,iQOO Z7 5G 6/128,24673.0,1,1,0,1
344,2024-06-07,Rangamati Sadar,27,M,R-70 Turbo 5G 6/128,16486.0,0,1,0,0
345,2024-06-07,Rangamati Sadar,18,M,Galaxy A55 5G 8/128,39458.0,1,0,0,0
346,2024-06-07,Inside Rangamati,24,M,iQOO Neo 9 Pro 5G 12/256,40491.0,1,0,0,0
347,2024-06-07,Inside Rangamati,43,M,Galaxy A55 5G 8/128,13780.0,1,0,0,1
348,2024-06-07,Inside Rangamati,45,F,Pixel 7a 8/128,21682.0,0,0,0,0
349,2024-06-07,Outside Rangamati,22,F,iQOO Neo 9 Pro 5G 12/256,24546.0,1,1,1,1
350,2024-06-07,Rangamati Sadar,39,M,iQOO Neo 9 Pro 5G 12/256,14068.0,0,1,0,0
351,2024-06-07,Rangamati Sadar,35,M,iPhone 16 Pro Max 1TB,200311.0,1,0,0,0
352,2024-06-07,Inside Rangamati,42,F,Redmi Note 12 Pro 8/128,27479.0,0,1,1,1
353,2024-06-07,Outside Rangamati,20,F,Narzo N53 4/64,24139.0,1,1,0,0
354,2024-06-07,Inside Rangamati,21,F,R-70 Turbo 5G 6/128,25030.0,0,1,1,1
355,2024-06-07,Rangamati Sadar,20,M,Narzo N53 4/64,17341.0,0,0,0,1
356,2024-06-07,Rangamati Sadar,25,F,Note 14 Pro 5G 8/256,36669.0,1,0,0,0
357,2024-06-07,Outside Rangamati,24,F,Galaxy S24 Ultra 12/256,14575.0,0,0,1,1
358,2024-06-07,Outside Rangamati,46,M,R-70 Turbo 5G 6/128,21604.0,0,0,0,0
359,2024-06-07,Rangamati Sadar,30,M,Galaxy S24 Ultra 12/256,103321.0,0,1,0,0
360,2024-06-07,Outside Rangamati,47,F,Galaxy S24 Ultra 12/256,19330.0,0,0,1,0
361,2024-06-08,Inside Rangamati,25,M,Galaxy M35 5G 8/128,17864.0,0,1,0,1
362,2024-06-08,Inside Rangamati,26,F,Moto G85 5G 8/128,26505.0,1,0,0,0
363,2024-06-08,Outside Rangamati,31,F,Pixel 7a 8/128,22370.0,1,0,0,0
364,2024-06-08,Inside Rangamati,45,F,Redmi Note 12 Pro 8/128,27585.0,1,1,0,0
365,2024-06-08,Inside Rangamati,41,F,Redmi Note 12 Pro 8/128,44738.0,0,0,0,1
366,2024-06-08,Rangamati Sadar,41,M,iPhone 16 Pro 256GB,13020.0,1,1,0,1
367,2024-06-08,Outside Rangamati,31,F,Pixel 8 Pro 12/256,25143.0,1,0,0,0
368,2024-06-08,Outside Rangamati,46,M,Pixel 8 Pro 12/256,70970.0,1,0,1,1
369,2024-06-08,Outside Rangamati,20,F,Galaxy S24 Ultra 12/256,24732.0,1,0,0,0
370,2024-06-08,Inside Rangamati,39,M,Narzo N53 4/64,24619.0,1,1,1,1
371,2024-06-08,Rangamati Sadar,49,M,Narzo N53 4/64,36247.0,0,1,1,1
372,2024-06-08,Inside Rangamati,43,F,Galaxy S24 Ultra 12/256,71658.0,1,1,0,0
373,2024-06-08,Inside Rangamati,35,F,iQOO Z7 5G 6/128,20064.0,0,0,0,0
374,2024-06-08,Outside Rangamati,18,M,Note 14 Pro 5G 8/256,14985.0,1,0,0,1
375,2024-06-08,Inside Rangamati,24,M,Galaxy A55 5G 8/128,17779.0,0,0,0,0
376,2024-06-08,Inside Rangamati,23,F,Galaxy M35 5G 8/128,26572.0,1,0,0,1
377,2024-06-08,Outside Rangamati,27,M,iPhone 16 Pro Max 1TB,20597.0,0,0,0,1
378,2024-06-08,Inside Rangamati,25,M,Galaxy A55 5G 8/128,19905.0,1,0,0,0
379,2024-06-08,Outside Rangamati,20,F,Note 11S 6/128,15938.0,1,1,1,0
380,2024-06-08,Outside Rangamati,42,M,iPhone 16 Pro 256GB,63765.0,1,0,0,1
381,2024-06-08,Outside Rangamati,29,M,Note 14 Pro 5G 8/256,17946.0,1,1,0,0
382,2024-06-08,Outside Rangamati,36,F,Note 14 Pro 5G 8/256,24489.0,0,1,1,0
383,2024-06-08,Rangamati Sadar,42,F,Note 11S 6/128,18187.0,1,0,0,1
384,2024-06-08,Outside Rangamati,28,F,Moto G85 5G 8/128,15905.0,1,0,0,0
385,2024-06-09,Outside Rangamati,35,F,Vivo T3x 5G 8/128,20867.0,1,0,0,1
386,2024-06-09,Rangamati Sadar,28,M,Pixel 8 Pro 12/256,16665.0,0,0,1,0
387,2024-06-09,Rangamati Sadar,24,F,iQOO Z7 5G 6/128,20712.0,0,1,0,1
388,2024-06-09,Inside Rangamati,32,M,iQOO Z7 5G 6/128,13126.0,0,0,0,0
389,2024-06-09,Rangamati Sadar,32,F,Note 11S 6/128,23373.0,0,0,0,1
390,2024-06-09,Outside Rangamati,48,F,Pixel 7a 8/128,24992.0,0,1,0,1
391,2024-06-09,Inside Rangamati,25,M,Narzo N53 4/64,26041.0,1,0,0,1
392,2024-06-09,Rangamati Sadar,41,F,Vivo T3x 5G 8/128,18743.0,1,0,0,0
393,2024-06-09,Rangamati Sadar,28,M,R-70 Turbo 5G 6/128,24659.0,0,0,0,0
394,2024-06-09,Inside Rangamati,19,F,Vivo T3x 5G 8/128,26153.0,1,0,1,1
395,2024-06-09,Inside Rangamati,35,F,Redmi Note 12 Pro 8/128,14304.0,0,0,0,1
396,2024-06-09,Rangamati Sadar,48,M,Moto G85 5G 8/128,24065.0,0,0,0,0
397,2024-06-09,Outside Rangamati,49,F,Galaxy A55 5G 8/128,38911.0,1,1,0,1
398,2024-06-09,Rangamati Sadar,22,F,Galaxy M35 5G 8/128,23534.0,1,1,0,0
399,2024-06-09,Outside Rangamati,35,F,Vivo T3x 5G 8/128,25936.0,0,0,1,0
400,2024-06-09,Rangamati Sadar,25,F,Galaxy M35 5G 8/128,26671.0,0,1,0,1
401,2024-06-09,Outside Rangamati,25,M,Vivo Y200 5G 6/128,24949.0,1,0,0,1
402,2024-06-09,Outside Rangamati,28,M,Vivo Y200 5G 6/128,24074.0,0,1,1,1
403,2024-06-09,Rangamati Sadar,44,M,Note 14 Pro 5G 8/256,20482.0,0,0,0,1
404,2024-06-09,Inside Rangamati,37,M,Narzo N53 4/64,17853.0,1,0,0,1
405,2024-06-09,Inside Rangamati,31,M,iPhone 16 Pro 256GB,25083.0,0,1,0,0
406,2024-06-09,Outside Rangamati,28,M,Vivo T3x 5G 8/128,19649.0,0,1,0,1
407,2024-06-09,Outside Rangamati,40,F,Vivo T3x 5G 8/128,17750.0,1,0,0,1
408,2024-06-09,Outside Rangamati,32,M,Note 11S 6/128,24054.0,0,0,0,1
409,2024-06-09,Inside Rangamati,42,F,iPhone 16 Pro 256GB,24015.0,1,0,0,0
410,2024-06-10,Inside Rangamati,24,F,Vivo Y200 5G 6/128,20032.0,0,0,1,0
411,2024-06-10,Inside Rangamati,42,M,Vivo T3x 5G 8/128,13809.0,0,1,0,1
412,2024-06-10,Rangamati Sadar,19,M,iPhone 16 Pro 256GB,31181.0,0,1,0,0
413,2024-06-10,Inside Rangamati,47,M,Galaxy A55 5G 8/128,16681.0,0,0,1,1
414,2024-06-10,Inside Rangamati,26,M,Pixel 8 Pro 12/256,23678.0,1,0,1,1
415,2024-06-10,Inside Rangamati,48,M,Vivo Y200 5G 6/128,23902.0,0,0,1,1
416,2024-06-10,Inside Rangamati,37,M,iQOO Z7 5G 6/128,20063.0,0,0,0,0
417,2024-06-10,Rangamati Sadar,35,F,iPhone 16 Pro Max 1TB,16381.0,0,0,1,0
418,2024-06-10,Inside Rangamati,21,M,iQOO Z7 5G 6/128,20471.0,0,0,0,0
419,2024-06-10,Inside Rangamati,36,M,R-70 Turbo 5G 6/128,26310.0,0,1,1,1
420,2024-06-10,Outside Rangamati,33,M,Galaxy M35 5G 8/128,17432.0,0,0,0,1
421,2024-06-10,Inside Rangamati,48,F,Narzo N53 4/64,20008.0,1,0,0,1
422,2024-06-10,Rangamati Sadar,22,F,iPhone 16 Pro Max 1TB,17750.0,1,1,0,1
423,2024-06-10,Outside Rangamati,27,F,iPhone 16 Pro Max 1TB,16571.0,0,0,1,0
424,2024-06-10,Outside Rangamati,27,M,R-70 Turbo 5G 6/128,21526.0,0,1,1,0
425,2024-06-10,Inside Rangamati,45,F,Galaxy M35 5G 8/128,14282.0,0,1,0,1
426,2024-06-10,Rangamati Sadar,48,F,Vivo Y200 5G 6/128,23704.0,0,1,0,1
427,2024-06-10,Inside Rangamati,22,F,iPhone 16 Pro 256GB,12876.0,0,0,1,1
428,2024-06-10,Rangamati Sadar,18,F,Redmi Note 12 Pro 8/128,26997.0,1,1,0,1
429,2024-06-10,Outside Rangamati,31,M,Moto G85 5G 8/128,26510.0,1,1,0,1
430,2024-06-10,Outside Rangamati,26,F,iPhone 16 Pro Max 1TB,44659.0,1,1,0,0
431,2024-06-10,Outside Rangamati,38,M,Redmi Note 12 Pro 8/128,15898.0,1,1,0,1
432,2024-06-11,Outside Rangamati,19,F,Redmi Note 12 Pro 8/128,13495.0,0,1,0,0
433,2024-06-11,Inside Rangamati,24,F,Redmi Note 12 Pro 8/128,24274.0,0,1,0,0
434,2024-06-11,Outside Rangamati,18,F,Narzo N53 4/64,23253.0,0,1,1,1
435,2024-06-11,Outside Rangamati,24,M,Note 11S 6/128,20703.0,1,1,1,1
436,2024-06-11,Rangamati Sadar,34,M,Galaxy A55 5G 8/128,20004.0,0,0,0,1
437,2024-06-11,Outside Rangamati,35,F,Redmi Note 12 Pro 8/128,16575.0,0,0,1,1
438,2024-06-11,Inside Rangamati,18,M,Narzo N53 4/64,14964.0,0,0,1,1
439,2024-06-11,Rangamati Sadar,48,M,Galaxy S24 Ultra 12/256,23752.0,0,1,0,1
440,2024-06-11,Rangamati Sadar,30,M,iQOO Neo 9 Pro 5G 12/256,40233.0,1,1,0,1
441,2024-06-11,Rangamati Sadar,50,F,Moto G85 5G 8/128,26334.0,0,1,0,1
442,2024-06-11,Inside Rangamati,28,M,iPhone 16 Pro 256GB,41073.0,0,0,0,1
443,2024-06-11,Outside Rangamati,36,M,Redmi Note 12 Pro 8/128,21246.0,0,0,1,0
444,2024-06-11,Inside Rangamati,46,F,Galaxy S24 Ultra 12/256,17184.0,1,1,0,1
445,2024-06-11,Outside Rangamati,47,M,Redmi Note 12 Pro 8/128,17246.0,1,1,1,0
446,2024-06-11,Outside Rangamati,48,F,iPhone 16 Pro Max 1TB,12986.0,1,0,0,0
447,2024-06-11,Inside Rangamati,22,M,Vivo Y200 5G 6/128,15438.0,1,0,0,0
448,2024-06-11,Outside Rangamati,39,M,Vivo Y200 5G 6/128,23120.0,1,1,0,1
449,2024-06-11,Outside Rangamati,20,M,iPhone 16 Pro Max 1TB,19907.0,1,0,0,0
450,2024-06-11,Rangamati Sadar,22,M,Redmi Note 12 Pro 8/128,18599.0,1,0,0,1
451,2024-06-11,Inside Rangamati,47,F,Redmi Note 12 Pro 8/128,27961.0,0,1,0,0
452,2024-06-11,Outside Rangamati,26,F,Redmi Note 12 Pro 8/128,16727.0,0,0,0,0
453,2024-06-11,Rangamati Sadar,36,M,Vivo T3x 5G 8/128,16512.0,0,0,0,0
454,2024-06-11,Outside Rangamati,35,M,Galaxy S24 Ultra 12/256,17734.0,1,1,0,0
455,2024-06-11,Inside Rangamati,47,M,iQOO Neo 9 Pro 5G 12/256,13540.0,1,0,0,1
456,2024-06-11,Rangamati Sadar,39,M,Pixel 8 Pro 12/256,13728.0,1,1,0,0
457,2024-06-11,Inside Rangamati,50,F,Pixel 7a 8/128,25791.0,0,0,0,1
458,2024-06-11,Rangamati Sadar,33,M,iQOO Z7 5G 6/128,21255.0,0,1,0,0
459,2024-06-11,Inside Rangamati,38,F,Note 11S 6/128,22722.0,0,0,0,1
460,2024-06-11,Outside Rangamati,26,M,Redmi Note 12 Pro 8/128,24083.0,1,1,0,1
461,2024-06-11,Rangamati Sadar,44,F,Galaxy S24 Ultra 12/256,14071.0,0,0,0,0
462,2024-06-11,Rangamati Sadar,27,M,iPhone 16 Pro 256GB,20026.0,0,0,0,1
463,2024-06-11,Inside Rangamati,48,M,Narzo N53 4/64,13989.0,1,1,0,1
464,2024-06-11,Inside Rangamati,34,M,iPhone 16 Pro Max 1TB,26522.0,1,0,0,1
465,2024-06-12,Rangamati Sadar,29,F,Note 14 Pro 5G 8/256,26188.0,0,0,1,1
466,2024-06-12,Inside Rangamati,19,F,Note 11S 6/128,17572.0,1,1,0,0
467,2024-06-12,Outside Rangamati,36,F,Moto G85 5G 8/128,22119.0,1,0,0,1
468,2024-06-12,Rangamati Sadar,27,F,iQOO Neo 9 Pro 5G 12/256,17275.0,1,0,0,0
469,2024-06-12,Inside Rangamati,19,M,Moto G85 5G 8/128,16503.0,0,0,0,1
470,2024-06-12,Rangamati Sadar,25,M,Pixel 8 Pro 12/256,14468.0,0,1,1,1
471,2024-06-12,Outside Rangamati,23,M,iPhone 16 Pro Max 1TB,22310.0,1,1,0,1
472,2024-06-12,Outside Rangamati,18,M,Galaxy S24 Ultra 12/256,19320.0,1,0,0,1
473,2024-06-12,Rangamati Sadar,31,F,Galaxy M35 5G 8/128,15868.0,1,0,0,1
474,2024-06-12,Outside Rangamati,25,M,Galaxy M35 5G 8/128,13427.0,0,0,0,1
475,2024-06-12,Inside Rangamati,37,F,Redmi Note 12 Pro 8/128,20375.0,0,1,0,0
476,2024-06-12,Inside Rangamati,44,M,Vivo Y200 5G 6/128,22639.0,0,0,0,1
477,2024-06-12,Outside Rangamati,27,M,Moto G85 5G 8/128,26758.0,0,0,0,0
478,2024-06-12,Rangamati Sadar,49,F,Vivo Y200 5G 6/128,18906.0,1,0,1,0
479,2024-06-12,Rangamati Sadar,46,M,Pixel 7a 8/128,44636.0,1,0,0,0
480,2024-06-12,Outside Rangamati,26,F,Note 14 Pro 5G 8/256,19580.0,1,1,0,1
481,2024-06-12,Inside Rangamati,18,F,Pixel 8 Pro 12/256,23040.0,0,1,1,1
482,2024-06-12,Inside Rangamati,31,F,iPhone 16 Pro 256GB,55257.0,1,1,1,0
483,2024-06-12,Rangamati Sadar,20,F,Pixel 7a 8/128,44154.0,0,0,0,1
484,2024-06-12,Rangamati Sadar,30,F,Pixel 8 Pro 12/256,74597.0,1,0,1,1
485,2024-06-12,Rangamati Sadar,49,F,Galaxy A55 5G 8/128,39813.0,0,1,0,0
486,2024-06-12,Inside Rangamati,35,M,Redmi Note 12 Pro 8/128,15619.0,0,1,1,1
487,2024-06-12,Outside Rangamati,22,F,Narzo N53 4/64,12872.0,1,0,0,1
488,2024-06-12,Outside Rangamati,42,F,Galaxy A55 5G 8/128,39469.0,0,0,0,1
489,2024-06-12,Inside Rangamati,45,M,Redmi Note 12 Pro 8/128,16583.0,0,0,0,1
490,2024-06-12,Rangamati Sadar,41,M,Galaxy A55 5G 8/128,25732.0,1,0,0,1
491,2024-06-12,Rangamati Sadar,38,F,iPhone 16 Pro Max 1TB,13849.0,0,1,0,1
492,2024-06-12,Outside Rangamati,18,F,Pixel 8 Pro 12/256,30700.0,0,1,0,1
493,2024-06-12,Rangamati Sadar,49,F,iQOO Z7 5G 6/128,23680.0,1,0,0,0
494,2024-06-12,Inside Rangamati,49,F,Galaxy A55 5G 8/128,21448.0,1,0,1,1
495,2024-06-12,Rangamati Sadar,23,M,Galaxy S24 Ultra 12/256,43442.0,0,0,0,0
496,2024-06-12,Rangamati Sadar,23,M,iQOO Z7 5G 6/128,13570.0,1,0,1,1
497,2024-06-13,Inside Rangamati,42,F,Redmi Note 12 Pro 8/128,18181.0,1,1,0,0
498,2024-06-13,Inside Rangamati,41,M,Redmi Note 12 Pro 8/128,40690.0,0,1,1,0
499,2024-06-13,Inside Rangamati,45,F,Pixel 8 Pro 12/256,18413.0,1,0,0,0
500,2024-06-13,Outside Rangamati,31,F,R-70 Turbo 5G 6/128,24489.0,0,1,0,1
501,2024-06-13,Rangamati Sadar,29,F,Galaxy A55 5G 8/128,38979.0,1,0,0,1
502,2024-06-13,Rangamati Sadar,18,F,R-70 Turbo 5G 6/128,21724.0,1,1,0,0
503,2024-06-13,Outside Rangamati,31,F,Pixel 7a 8/128,13702.0,1,1,0,0
504,2024-06-13,Inside Rangamati,26,M,Pixel 7a 8/128,14324.0,0,1,0,1
505,2024-06-13,Inside Rangamati,29,M,iPhone 16 Pro Max 1TB,26751.0,1,1,0,0
506,2024-06-13,Outside Rangamati,33,M,Narzo N53 4/64,23845.0,1,0,0,1
507,2024-06-13,Rangamati Sadar,44,M,iPhone 16 Pro Max 1TB,199510.0,0,1,0,1
508,2024-06-13,Inside Rangamati,19,F,Galaxy S24 Ultra 12/256,23468.0,0,0,0,0
509,2024-06-13,Outside Rangamati,30,M,R-70 Turbo 5G 6/128,24487.0,0,0,0,0
510,2024-06-13,Rangamati Sadar,40,F,Pixel 8 Pro 12/256,41009.0,0,0,0,1
511,2024-06-13,Rangamati Sadar,33,F,Moto G85 5G 8/128,26603.0,0,1,0,1
512,2024-06-13,Rangamati Sadar,36,F,Galaxy S24 Ultra 12/256,20478.0,0,1,0,0
513,2024-06-13,Outside Rangamati,45,F,Galaxy S24 Ultra 12/256,26696.0,0,0,0,1
514,2024-06-13,Rangamati Sadar,46,F,Vivo Y200 5G 6/128,24655.0,0,0,0,1
515,2024-06-13,Rangamati Sadar,46,F,R-70 Turbo 5G 6/128,15696.0,0,0,0,0
516,2024-06-13,Outside Rangamati,36,M,Vivo Y200 5G 6/128,15139.0,0,1,0,0
517,2024-06-13,Outside Rangamati,37,F,Note 11S 6/128,18412.0,1,1,0,1
518,2024-06-13,Inside Rangamati,27,M,Moto G85 5G 8/128,24590.0,1,1,0,1
519,2024-06-13,Rangamati Sadar,49,M,Note 14 Pro 5G 8/256,20818.0,0,1,0,1
520,2024-06-13,Rangamati Sadar,31,F,Pixel 8 Pro 12/256,16957.0,0,0,0,1
521,2024-06-13,Rangamati Sadar,50,M,Moto G85 5G 8/128,26414.0,1,0,1,1
522,2024-06-13,Outside Rangamati,32,F,Pixel 7a 8/128,44654.0,1,0,0,0
523,2024-06-13,Rangamati Sadar,46,F,Redmi Note 12 Pro 8/128,26694.0,0,1,0,0
524,2024-06-13,Inside Rangamati,47,M,Vivo Y200 5G 6/128,15962.0,1,0,0,1
525,2024-06-13,Inside Rangamati,50,M,R-70 Turbo 5G 6/128,19199.0,0,0,1,1
526,2024-06-13,Outside Rangamati,19,M,Vivo Y200 5G 6/128,23587.0,0,1,0,1
527,2024-06-13,Rangamati Sadar,18,F,Vivo Y200 5G 6/128,20979.0,0,0,0,1
528,2024-06-13,Rangamati Sadar,41,M,Vivo Y200 5G 6/128,23813.0,1,1,0,1
529,2024-06-13,Inside Rangamati,33,F,R-70 Turbo 5G 6/128,16724.0,0,0,0,1
530,2024-06-14,Rangamati Sadar,26,F,R-70 Turbo 5G 6/128,22708.0,1,1,0,1
531,2024-06-14,Outside Rangamati,40,M,iQOO Neo 9 Pro 5G 12/256,22243.0,1,0,1,1
532,2024-06-14,Rangamati Sadar,35,F,Vivo T3x 5G 8/128,15978.0,1,1,1,0
533,2024-06-14,Rangamati Sadar,46,F,Vivo T3x 5G 8/128,25449.0,0,0,0,1
534,2024-06-14,Inside Rangamati,41,M,Pixel 7a 8/128,44682.0,0,1,0,0
535,2024-06-14,Rangamati Sadar,38,M,Vivo T3x 5G 8/128,15615.0,1,1,0,0
536,2024-06-14,Inside Rangamati,30,F,Galaxy M35 5G 8/128,20374.0,1,1,1,1
537,2024-06-14,Outside Rangamati,27,F,iQOO Z7 5G 6/128,22658.0,0,0,0,0
538,2024-06-14,Outside Rangamati,23,F,Narzo N53 4/64,13133.0,0,0,1,1
539,2024-06-14,Inside Rangamati,24,F,Pixel 7a 8/128,14953.0,0,0,0,1
540,2024-06-14,Rangamati Sadar,30,F,R-70 Turbo 5G 6/128,26422.0,1,0,0,0
541,2024-06-14,Inside Rangamati,31,M,Galaxy M35 5G 8/128,14897.0,0,1,0,1
542,2024-06-14,Outside Rangamati,29,F,Note 11S 6/128,18567.0,1,1,0,1
543,2024-06-14,Outside Rangamati,31,F,iQOO Neo 9 Pro 5G 12/256,21682.0,0,1,1,1
544,2024-06-14,Rangamati Sadar,28,M,Galaxy S24 Ultra 12/256,18050.0,0,0,0,1
545,2024-06-14,Rangamati Sadar,21,F,Vivo Y200 5G 6/128,21273.0,0,0,0,1
546,2024-06-14,Inside Rangamati,40,F,Galaxy S24 Ultra 12/256,13112.0,1,0,0,1
547,2024-06-14,Outside Rangamati,33,M,Galaxy M35 5G 8/128,19788.0,1,1,0,0
548,2024-06-14,Inside Rangamati,20,F,iQOO Z7 5G 6/128,18660.0,1,0,0,1
549,2024-06-14,Inside Rangamati,43,M,iQOO Z7 5G 6/128,20870.0,0,0,0,0
550,2024-06-14,Rangamati Sadar,37,M,iPhone 16 Pro Max 1TB,27454.0,1,0,0,1
